order_id,ma_don,ma_cua_hang,ngay,ten_khach,so_dien_thoai,thanh_tien,nhan_vien,ghi_chu
15498,HD00690,MM022,17-5-26,Võ Thanh Hạnh,0361931758,6490000,Anh Thu,
15499,HD00629,MM021,24/04/2025,Hoàng Thị Phúc,0395704747,1795500,Anh Nga,
15500,HD00637,MM015,18/11/2025,Hoàng Thị Phúc,0395704747,9680500,,
15501,MM016-0615,MM016,13/04/2025,Hoàng Thị Phúc,0395 704 747,6165500,Chị Trang,Khách hẹn lấy sau
15502,HD00621,MM023,01/08/2025,Hoàng Thị Phúc,0395704747,750000,Chị Tuyết,
15503,HD00693,MM001,2025.01.24,Vũ Quang Lâm,,7990000,Chị Thắng,
15504,MM001-0694,MM001,07/06/2026,Phạm Ngọc Như,0325056484,31990000,,Đã xuất hóa đơn VAT
15505,HD00630,MM021,,Phạm Ngọc Như,,3490000,Anh Thu,Đã xuất hóa đơn VAT
15506,MM007-0626,MM007,31/08/2026,Phạm Ngọc Như,84325056484,110970000,Anh Yến,
15507,HD00644,MM008,2025.05.02,Phạm Ngọc Như,0325056484,5841000,Chị Duy,Đã xuất hóa đơn VAT
15508,HD00642,MM014,2025.03.01,Nguyen Tuan Quyen,0943379880,7191000,Anh Trung,
15509,HD00639,MM003,05/04/2026,Ngô Đức Hạnh,0334523378,9980000,Anh Đạt,
15510,HD00635,MM004,19/07/2025,Đặng Thị Mai,0893553754,250.000đ,Chị Huy,
15511,HD00622,MM023,02/10/2024,Pham Duc Hanh,,17091000,Anh Lan,
15512,HD00643,MM014,07/10/2025,Phạm Đức Hạnh,84849424342,18990000,Anh Yến,Khách hẹn lấy sau
15513,HD00654,MM006,30/05/2026,Hoang Van Trung,84983132195,40981000,Chị Đạt,Đã xuất hóa đơn VAT
15514,MM006-0655,MM006,30-12-25,Ngô Thị Dung,0790684773,11990000,Chị Thắng,Đã xuất hóa đơn VAT
15515,HD00623,MM009,2026.07.30,Bùi Minh Hải,0835072365,3315500,Chị Ngân,Khách hẹn lấy sau
15516,HD00625,MM005,11/05/2025,BÙI MINH HẢI,0835072365,500000,Chị Vinh,
15517,HD00640,MM002,28/12/2025,Lê Quang Thảo,0930267948,48126950,Anh Trung,Đã xuất hóa đơn VAT
15518,HD00626,MM005,17/12/2024,Lý Thị Cường,0793920367,22990000,Chị Huy,Trả góp 0%
15519,MM016-0616,MM016,28/11/2025,Ngô Đức Tú,,3445000,Chị Lâm,
15520,MM020-0628,MM020,6-5-26,Võ Minh Hạnh,84761279099,750000,Anh Mai,Đã xuất hóa đơn VAT
15521,HD00627,MM005,09/04/2026,Nguyễn Anh Tâm,,5990000,Chị An,
15522,HD00631,MM010,19/03/2025,Đặng Bảo Nam,0355898111,1121000,Chị Hà,
15523,HD00638,MM015,18-10-24,Hồ Xuân Mỹ,0768842020,18980000,Anh Trung,
15524,HD00624,MM009,28/06/2025,Hồ Xuân Mỹ,84768842020,22662000,Chị Mỹ,Khách hẹn lấy sau
15525,HD00629,MM020,10-10-25,TRẦN HỮU LÂM,0964875634,120000,Chị Ngân,Trả góp 0%
15526,MM001-0695,MM001,21/07/2026,Trần Hữu Lâm,0964875634,10791000,Chị Bình,Trả góp 0%
15527,HD00656,MM006,17/02/2025,Trần Hữu Lâm,0964875634,2365500,Chị Trang,Đã xuất hóa đơn VAT
15528,HD00631,MM021,30/07/2026,Trần Hữu Lâm,0964875634,7490000,Chị Long,
15529,HD00623,MM023,2024.10.06,Dương Anh Oanh,0834159555,27990000,Chị Hải,Trả góp 0%
15530,MM016-0617,MM016,17/09/2024,Duong Anh Oanh,0834159555,21480000,Chị Bình,
15531,HD00687,MM018,04/11/2024,Hồ Xuân Hoa,0942093404,27990000,Anh Yến,
15532,MM002-0641,MM002,31/07/2026,Ho Xuan Hoa,0942093404,9490000,Chị Sơn,Khách hẹn lấy sau
15533,HD00657,MM006,11/02/2026,Trần Kim Cường,0864 663 261,450000,Chị Lâm,Khách hẹn lấy sau
15534,HD00683,MM019,29/08/2026,Hoang Thi Yen,,27990000,Chị Nam,Khách hẹn lấy sau
15535,HD00671,MM024,2025.09.22,Hoàng Thị Yến,0866595279,110970000,Chị Hải,Khách hẹn lấy sau
15536,HD00624,MM023,3-1-25,Hoàng Thị Yến,84866595279,23980000,Chị Vy,
15537,MM009-0625,MM009,30/11/2024,Ngô Hoài Hiếu,0896624808,6490000,,Đã xuất hóa đơn VAT
15538,MM024-0672,MM024,11-11-25,Nguyễn Hoài Tú,84363672201,228000,Chị Trang,
15539,HD00673,MM024,01/07/2025,Nguyễn Hoài Tú,0363672201,5990000,Anh Yến,
15540,HD00696,MM001,8-5-26,Hoàng Ngọc Phúc,0372252082,45861500,Anh Nga,Đã xuất hóa đơn VAT
15541,MM021-0632,MM021,15/01/2025,Hoàng Ngọc Phúc,0372252082,114000,Chị Sơn,Trả góp 0%
15542,MM001-0697,MM001,28/05/2025,Nguyễn Văn Cường,0709515428,22781000,Anh Trung,Trả góp 0%
15543,HD00628,MM005,25/02/2026,Lê Xuân Hiếu,0364616395,17381000,Chị Linh,Trả góp 0%
15544,HD00688,MM018,19/01/2026,Ngô Hữu Cường,,4491000,Anh Bình,
15545,MM023-0625,MM023,12/01/2026,ĐẶNG THỊ HOA,0783064742,5841000,Anh Tuyết,Khách hẹn lấy sau
15546,HD00640,MM013,23-10-25,Lý Đức Hải,0786811737,7815500,Chị Linh,
15547,MM018-0689,MM018,19/06/2025,Lý Đức Hải,0786811737,10155500,Chị Hà,Trả góp 0%
15548,MM003-0640,MM003,2026.04.04,Lý Đức Hải,0786811737,8040500,Chị An,Trả góp 0%
15549,MM024-0674,MM024,12-3-26,Phan Văn Vy,0967342890,9490000,Anh Tuyết,
15550,HD00629,MM005,22/12/2025,Ngô Đức Lâm,,712500,Anh Thu,Trả góp 0%
15551,HD00626,MM023,11/11/2024,Vu Anh Nhu,0913067841,22990000,Chị Linh,Trả góp 0%
15552,MM014-0644,MM014,11/02/2025,Vũ Anh Như,0913067841,14980000,Chị Hải,Khách hẹn lấy sau
15553,MM013-0641,MM013,30/08/2024,Đỗ Ngọc Nga,0769926854,9490000,Anh Như,Đã xuất hóa đơn VAT
15554,HD00642,MM013,01/07/2024,Đỗ Thanh Đạt,0940338649,18040500,Anh Yến,Khách hẹn lấy sau
15555,MM018-0690,MM018,26/05/2026,Hồ Hoài Phúc,0783630384,36990000,Chị Giang,Đã xuất hóa đơn VAT
15556,MM024-0675,MM024,23/04/2025,Phan Ngọc Khánh,0919259280,27990000,Anh Linh,
15557,MM024-0676,MM024,29/10/2024,Phan Ngoc Khanh,84919259280,590000,Chị Thu,Khách hẹn lấy sau
15558,MM017-0666,MM017,08/02/2026,Hồ Anh Vinh,0709184080,5841000,Anh Huy,
15559,MM012-0636,MM012,2024.10.26,Bùi Quang Mỹ,84913908307,36990000,Chị Hoa,Trả góp 0%
15560,HD00698,MM001,17/08/2024,Bui Anh Ha,0378710925,22990000,Anh Long,
15561,HD00691,MM022,03/10/2024,Bùi Anh Hà,0378710925,8227500,Chị Long,
15562,HD00627,MM023,15-9-24,Lê Minh Quyên,0916086361,1890000,Chị Hải,Trả góp 0%
15563,MM002-0642,MM002,20/04/2025,Lê Minh Quyên,0916086361,1890000,Chị Vy,Khách hẹn lấy sau
15564,MM009-0626,MM009,24/02/2025,Tran Anh Tu,,3141000,Anh Đạt,Khách hẹn lấy sau
15565,MM002-0643,MM002,13/12/2024,Hoàng Hoài Phúc,0791414634,35131000,Chị Yến,Đã xuất hóa đơn VAT
15566,HD00633,MM021,17-10-24,DƯƠNG NGỌC THẮNG,0850927578,6490000,Anh Trung,Đã xuất hóa đơn VAT
15567,MM008-0645,MM008,16/06/2025,Hoàng Thanh An,0931012505,3490000,Chị Sơn,
15568,HD00628,MM023,10/01/2026,Dương Kim Phương,,50382000,Anh Long,Trả góp 0%
15569,HD00666,MM011,13/03/2025,Dương Kim Phương,0398353428,11990000,,Khách hẹn lấy sau
15570,HD00691,MM018,07/06/2026,DƯƠNG KIM PHƯƠNG,0398353428,114000,Anh Khoa,
15571,HD00641,MM003,12/02/2025,Đỗ Minh Quân,84828205235,27990000,Anh Yến,Trả góp 0%
15572,HD00618,MM016,28/08/2024,Phan Gia Vy,0856867959,712500,Chị Tuyết,Trả góp 0%
15573,HD00684,MM019,29/07/2026,Phan Gia Vy,0856867959,10079000,,
15574,HD00629,MM023,13/12/2024,Phan Gia Vy,,53811500,Anh Thu,
15575,HD00636,MM004,2025.07.23,Bùi Hoài Vinh,0932678396,3141000,Chị Hải,Khách hẹn lấy sau
15576,MM023-0630,MM023,8-10-24,Phan Hữu Hoa,0390565793,27990000,Anh Thảo,
15577,MM015-0639,MM015,12/09/2024,Trần Văn Đạt,0827359509,5990000,Chị Vy,
15578,HD00627,MM009,16/11/2024,Trần Văn Đạt,0827359509,11990000,Chị Hoa,Đã xuất hóa đơn VAT
15579,MM022-0692,MM022,22/10/2025,Vũ Thị Lan,0354917307,22990000,Chị Thu,Đã xuất hóa đơn VAT
15580,HD00640,MM015,11-2-25,Vu Thi Lan,,6917500,Chị Bình,
15581,MM020-0630,MM020,03/11/2024,Hồ Hoài Phương,84828267396,6785500,Anh Trung,
15582,HD00634,MM021,04/02/2025,Hồ Hoài Phương,0828267396,4990000,Chị Lâm,
15583,HD00619,MM016,08/05/2026,Ho Hoai Phuong,0828267396,35140500,Anh Nga,Trả góp 0%
15584,MM008-0646,MM008,9-2-26,Dương Ngọc Vinh,0960609077,27990000,Anh Lan,Đã xuất hóa đơn VAT
15585,MM008-0647,MM008,21-10-24,Ngô Đức Vinh,0377151437,9980000,Chị An,Khách hẹn lấy sau
15586,HD00641,MM015,06/11/2024,Lý Anh Linh,0936107252,2598000,Anh Giang,
15587,HD00667,MM011,26-7-26,HOÀNG GIA HIẾU,0977633540,5841000,Chị Mỹ,
15588,MM019-0685,MM019,27-1-25,Hoàng Gia Hiếu,0977633540,6490000,Anh Hoa,Khách hẹn lấy sau
15589,HD00642,MM015,12/10/2025,Huỳnh Xuân Tâm,84384357216,4990000,Anh Mai,
15590,HD00645,MM014,31/05/2025,Hồ Thanh Linh,0984577713,6490000,Chị An,Đã xuất hóa đơn VAT
15591,HD00627,MM007,04/10/2024,Trần Minh Nam,0905845273,320000,Anh Tú,Trả góp 0%
15592,MM023-0631,MM023,15/01/2025,Ngô Gia Trang,0934702145,13482000,Anh Như,Trả góp 0%
15593,MM013-0643,MM013,31/07/2025,Đỗ Hữu Hiếu,0397741047,320000,Anh Khoa,
15594,MM020-0631,MM020,2025.10.02,Trần Xuân Khánh,0394670569,73980000,Chị Yến,
15595,HD00632,MM010,27/04/2025,Phạm Quang Phúc,0981486762,7490000,Anh Khánh,
15596,HD00686,MM019,2024.08.26,Hoàng Đức Trung,0919864724,4360500,Anh Yến,
15597,MM006-0658,MM006,2024.10.31,HOÀNG ĐỨC TRUNG,0919864724,19005500,Anh Trung,
15598,MM019-0687,MM019,2025.07.28,Pham Huu An,0778300320,15834000,Chị Duy,
15599,HD00635,MM021,2-2-26,Phạm Hữu An,0778300320,2990000,Chị Vy,
15600,HD00632,MM020,20/08/2024,Ho Hoai Ha,84777408249,2250000,Chị Hải,
15601,HD00630,MM005,18/08/2024,Hồ Hoài Hà,0777 408 249,4990000,Chị Trang,
15602,MM017-0667,MM017,12/01/2026,Hồ Hữu Oanh,0343246408,40030500,Chị Hiếu,
15603,HD00643,MM015,2025.01.25,Vũ Thị Hà,0812265263,17681000,Chị Hải,
15604,HD00692,MM018,02/08/2024,Nguyen Hoai Long,0860562157,9490000,Anh Tú,
15605,MM022-0693,MM022,02/04/2026,Ho Hoai Tam,0786370075,31295000,Anh Trung,
15606,MM024-0677,MM024,21/07/2024,Trần Bảo Nhung,0944669004,4581000,Anh Đạt,
15607,HD00620,MM016,05/07/2024,Trần Bảo Nhung,0944669004,3315500,Anh Mai,Trả góp 0%
15608,HD00633,MM020,22/01/2025,Trần Bảo Nhung,0944669004,11990000,Anh Đạt,Khách hẹn lấy sau
15609,MM021-0636,MM021,13/03/2025,Trần Bảo Nhung,0944 669 004,114000,Anh Linh,
15610,HD00688,MM019,6-12-25,Võ Tuấn Oanh,0989128726,10791000,Anh Đạt,Khách hẹn lấy sau
15611,HD00678,MM024,14-12-24,Phạm Bảo Huy,84848149413,9980000,Chị Cường,Trả góp 0%
15612,HD00631,MM005,22/06/2026,Phạm Bảo Huy,0848149413,2990000,Anh Huy,
15613,MM004-0637,MM004,26/02/2026,Đỗ Bảo Như,,7590500,Anh Yến,Trả góp 0%
15614,MM019-0689,MM019,26/01/2026,Đỗ Bảo Như,0345063530,427500,Anh Bình,Khách hẹn lấy sau
15615,HD00644,MM013,29/06/2026,Vũ Văn Khoa,0843165302,3315500,Anh Bình,
15616,HD00628,MM007,3-8-24,Vũ Văn Khoa,0843165302,7990000,Chị Quân,Đã xuất hóa đơn VAT
15617,HD00632,MM023,05/05/2025,Vũ Văn Khoa,0843165302,41481000,Anh Vy,Đã xuất hóa đơn VAT
15618,HD00621,MM016,30-6-25,Vũ Văn Khoa,0843165302,31990000,Anh Huy,
15619,MM006-0659,MM006,14-6-25,Huỳnh Bảo Bình,0333644263,2840500,Anh Yến,Đã xuất hóa đơn VAT
15620,MM018-0693,MM018,16/02/2026,Huỳnh Bảo Bình,84333644263,750000,,
15621,HD00632,MM005,06/05/2025,Duong Hoai Thao,84824740305,6490000,,
15622,MM003-0642,MM003,30/06/2026,Dương Hoài Thảo,84824740305,14480000,Chị Thu,Đã xuất hóa đơn VAT
15623,HD00690,MM019,26/09/2025,Dương Hoài Thảo,0824740305,304000,Anh Huy,
15624,HD00660,MM006,14/07/2025,Bùi Hoài Giang,0356423258,20691000,Anh Ngân,Trả góp 0%
15625,MM003-0643,MM003,05/01/2025,Vo Xuan My,0334736028,39480000,Anh Đạt,
15626,MM017-0668,MM017,01/01/2025,Trần Hoài Bình,0379830141,250000,Chị Trang,
15627,MM014-0646,MM014,2-1-25,Nguyễn Minh Tâm,0383826911,11480000,Anh Long,
15628,HD00633,MM005,30/08/2025,Võ Anh Cường,0930492283,8000000,Chị An,Đã xuất hóa đơn VAT
15629,MM006-0661,MM006,16-10-24,Phạm Quang Phúc,0905375367,2990000,Chị Thu,
15630,MM012-0637,MM012,06/06/2026,HUỲNH BẢO HUY,84321121350,12990000,Chị Lâm,
15631,MM010-0633,MM010,11/12/2024,Duong Thanh Hai,0978590243,50120500,Chị Long,
15632,HD00679,MM024,08/07/2024,Dương Thanh Hải,0978590243,288000,Chị Hải,
15633,HD00644,MM003,18/01/2026,Dương Thanh Hải,84978590243,5841000,Anh Khoa,Trả góp 0%
15634,HD00694,MM022,20/02/2025,Vo Ngoc An,0839218024,9015500,Chị Oanh,Khách hẹn lấy sau
15635,MM020-0634,MM020,29/12/2024,Ngô Xuân Nam,0978778340,6098000,Chị Vy,
15636,HD00638,MM012,25-9-25,Nguyễn Minh Phúc,0964230872,8215000,Anh Tú,
15637,MM011-0668,MM011,2026.08.04,Đỗ Xuân Hà,0811773406,18990000,Anh Tuyết,Trả góp 0%
15638,HD00680,MM024,28-1-25,Đỗ Xuân Hà,84811773406,7990000,Anh Mai,
15639,MM018-0694,MM018,30/12/2024,Phan Ngoc Khoa,0796743707,16952000,Anh Yến,
15640,HD00699,MM001,26-1-25,Phan Ngọc Khoa,0796743707,27230000,Chị Hà,
15641,HD00622,MM016,24/11/2025,Phan Ngọc Khoa,0796743707,6680000,Anh Ngân,Trả góp 0%
15642,MM006-0662,MM006,06/04/2025,Phan Ngọc Khoa,0796743707,4491000,Chị Trang,Đã xuất hóa đơn VAT
15643,HD00669,MM017,2026.03.02,Võ Ngọc Ngân,,22990000,Anh Lâm,Trả góp 0%
15644,HD00635,MM020,04/08/2024,Bùi Minh Tâm,84898301888,2840500,,Trả góp 0%
15645,MM008-0648,MM008,16/03/2025,Lý Đức Lâm,0370380489,342000,Chị Duy,Đã xuất hóa đơn VAT
15646,MM016-0623,MM016,11/04/2025,Lý Anh Phong,,18680500,Chị Thu,
15647,HD00645,MM003,23/09/2025,Bùi Xuân Phúc,0792 115 038,14480500,Anh Khoa,
15648,MM015-0644,MM015,09/09/2024,Đỗ Anh Phong,0781265341,36380500,Chị Hà,Khách hẹn lấy sau
15649,MM006-0663,MM006,30/07/2026,Nguyễn Minh Tú,0797097523,2840500,Anh Quyên,
15650,MM018-0695,MM018,04/10/2024,Nguyễn Minh Tú,84797097523,5990000,Anh Mai,Khách hẹn lấy sau
15651,HD00696,MM018,04/03/2025,Nguyễn Minh Tú,0797097523,7641000,Chị An,
15652,HD00624,MM016,03/02/2025,Nguyễn Minh Tú,0797097523,750000,Anh Yến,
15653,HD00645,MM015,01/02/2026,Ngô Bảo Quyên,0895359741,2130000,Chị Bình,Đã xuất hóa đơn VAT
15654,HD00634,MM010,26/05/2025,Ngô Bảo Quyên,0895359741,2137500,Chị Yến,
15655,HD00628,MM009,5-3-26,Phan Ngọc Thắng,0894422259,45559500,Anh Tú,Đã xuất hóa đơn VAT
15656,HD00629,MM009,29-12-24,Lý Gia Lâm,0340847937,31990000,Chị Ngân,Khách hẹn lấy sau
15657,MM010-0635,MM010,2024.10.26,Vũ Quang Nam,0942614943,7590500,Chị Ngân,
15658,MM001-0700,MM001,07/01/2025,Trần Quang Hạnh,0852463888,33170000,Chị Long,
15659,MM014-0647,MM014,05/07/2026,Trần Quang Hạnh,,5480000,Chị Cường,
15660,HD00670,MM017,16/01/2026,Ngô Anh Cường,0863 546 576,74020500,Anh Huy,Khách hẹn lấy sau
15661,HD00695,MM022,2-11-24,Hồ Minh Hà,0373627078,37278000,Anh Mai,
15662,HD00636,MM020,07/02/2025,Phan Gia Phương,0332198655,4590000,Chị Vy,Đã xuất hóa đơn VAT
15663,MM005-0634,MM005,09/04/2025,HỒ XUÂN GIANG,0382110990,9490000,Chị Lâm,Trả góp 0%
15664,HD00635,MM005,27-8-24,Ho Xuan Giang,0382110990,13531000,Chị Cường,
15665,MM017-0671,MM017,17/05/2025,Bùi Anh Khoa,0320561253,4240000,Chị Duy,
15666,HD00691,MM019,31/12/2024,Ly Thi Linh,0335059458,12980000,Chị Quân,
15667,HD00701,MM001,03/12/2025,Vũ Bảo Linh,0813415896,28181000,Anh Tú,Trả góp 0%
15668,HD00638,MM004,6-4-26,Bùi Tuấn Quyên,0761655356,25980000,Anh Đạt,Đã xuất hóa đơn VAT
15669,MM009-0630,MM009,30/01/2025,Phan Thị Quyên,84359202770,33291000,Chị Thu,Đã xuất hóa đơn VAT
15670,HD00702,MM001,19/02/2026,Đặng Ngọc Phong,0383340389,4990000,Anh Linh,
15671,HD00681,MM024,31/07/2025,Đặng Ngọc Phong,84383340389,5841000,Anh Lâm,Khách hẹn lấy sau
15672,HD00639,MM012,10/07/2026,Lê Gia Quyên,0905202858,4590000,Anh Trung,Khách hẹn lấy sau
15673,HD00664,MM006,24/11/2024,Hoàng Xuân Đạt,0833266405,18181000,Anh Vy,Trả góp 0%
15674,HD00637,MM020,29/08/2024,Hoàng Xuân Đạt,,4491000,Chị Nga,Khách hẹn lấy sau
15675,HD00649,MM008,06/02/2026,Hoàng Xuân Đạt,0833266405,36990000,Anh Mai,Khách hẹn lấy sau
15676,HD00646,MM015,05/07/2026,Dương Xuân Trang,0342817193,8541000,Anh Giang,Trả góp 0%
15677,HD00638,MM020,05/02/2026,Hồ Đức Như,,4491000,Chị An,Khách hẹn lấy sau
15678,HD00639,MM020,27/07/2024,Hoang Anh Nhu,0827896216,27990000,Chị An,Trả góp 0%
15679,MM003-0646,MM003,25-2-25,Hoàng Anh Như,84827896216,10431000,,
15680,MM011-0669,MM011,13/11/2025,Võ Gia Nam,0844075908,28181000,Chị Trang,
15681,HD00640,MM020,03/06/2026,Võ Gia Nam,0844075908,9015500,Anh Đạt,Khách hẹn lấy sau
15682,MM010-0636,MM010,14/12/2025,Võ Gia Nam,0844075908,237500,,
15683,MM005-0636,MM005,17/08/2025,Lý Minh Thảo,0792498882,1701000,Chị Sơn,
15684,HD00629,MM007,6-5-26,Lý Minh Thảo,0792498882,2990000,Anh Phong,
15685,MM009-0631,MM009,24/11/2025,Ngô Văn Phúc,0709256228,27990000,Chị Hải,Khách hẹn lấy sau
15686,HD00632,MM009,30/03/2025,Lý Bảo Thảo,0335117347,17091000,Anh Trung,
15687,MM003-0647,MM003,06/10/2024,Đặng Gia Linh,0979270382,9181000,Chị Linh,Khách hẹn lấy sau
15688,MM003-0648,MM003,29/08/2026,ĐẶNG GIA LINH,0979 270 382,7990000,Chị Linh,Khách hẹn lấy sau
15689,HD00665,MM006,22/09/2024,ĐẶNG GIA LINH,0979270382,36990000,Anh Bình,
15690,MM001-0703,MM001,03/05/2026,Đặng Gia Linh,0979270382,4990000,Chị Quân,
15691,MM003-0649,MM003,14/01/2025,Lý Gia Tuyết,0829040604,18040500,,Khách hẹn lấy sau
15692,MM005-0637,MM005,24-1-25,Hoang Minh Son,,7990000,Anh Nga,Trả góp 0%
15693,HD00645,MM013,04/03/2025,Dương Đức Khoa,0382177392,190000,Chị Hải,
15694,MM022-0696,MM022,27/03/2026,Dương Đức Khoa,0382177392,4590000,Chị Huy,
15695,HD00630,MM007,29/05/2025,Võ Anh Mai,0786864103,3990000,Chị Sơn,Khách hẹn lấy sau
15696,HD00692,MM019,31-3-25,Hồ Tuấn Lâm,0946407358,5690500,Chị An,
15697,HD00646,MM013,08/12/2024,Hồ Tuấn Lâm,0946407358,31990000,Anh Yến,
15698,HD00704,MM001,02/10/2024,Hồ Tuấn Lâm,0946407358,30390500,Anh Đạt,Khách hẹn lấy sau
15699,MM014-0648,MM014,2026.02.03,Ly Xuan Long,0372567185,11691000,Chị Hà,Đã xuất hóa đơn VAT
15700,HD00633,MM009,12-10-24,Ly Xuan Long,0372567185,3790500,Anh Yến,
15701,MM006-0666,MM006,14-12-25,Nguyễn Xuân Đạt,0982489813,18040500,Chị Trang,Trả góp 0%
15702,HD00705,MM001,23-9-24,Hồ Tuấn Nhung,0368465744,51970000,Chị Cường,
15703,HD00649,MM014,27/11/2025,Huỳnh Kim Thu,0791109655,12340500,Chị Hà,
15704,MM011-0670,MM011,06/03/2025,Huỳnh Kim Thu,0791109655,4990000,Anh Khánh,Trả góp 0%
15705,HD00706,MM001,18/12/2024,ĐẶNG QUANG KHOA,84381521130,11390500,Chị Hiếu,Đã xuất hóa đơn VAT
15706,MM019-0693,MM019,2024.07.29,Đặng Quang Khoa,0381521130,12980000,Anh Hiếu,
15707,MM004-0639,MM004,23/06/2025,Dang Quang Khoa,0381521130,82063000,Chị Lan,Trả góp 0%
15708,HD00625,MM016,2026.05.29,Đặng Quang Khoa,0381521130,12990000,Chị Hiếu,
15709,MM002-0644,MM002,30-8-24,Huỳnh Kim Tâm,0969093612,6282000,,Đã xuất hóa đơn VAT
15710,HD00697,MM022,27/02/2025,Bùi Minh Phương,0357369335,1890000,Anh Đạt,Khách hẹn lấy sau
15711,HD00641,MM020,14-4-25,DƯƠNG QUANG LAN,0349 368 611,11881000,Chị Vy,Khách hẹn lấy sau
15712,MM004-0640,MM004,04/02/2025,DƯƠNG QUANG LAN,0349368611,58482000,Chị Vy,
15713,HD00671,MM011,05/07/2024,Hoàng Gia Như,0386296249,7777000,Anh Khánh,
15714,HD00637,MM021,12/07/2026,Nguyễn Quang Ngân,0397929345,2990000,Anh Long,
15715,HD00642,MM020,01/04/2025,TRẦN NGỌC YẾN,,27990000,,Trả góp 0%
15716,HD00633,MM023,10/06/2026,Đỗ Kim Quyên,0359978798,46030500,Chị Trang,Khách hẹn lấy sau
15717,MM017-0672,MM017,07/12/2024,Đỗ Kim Quyên,0359 978 798,15505500,Anh Mai,
15718,HD00634,MM009,19/11/2024,HỒ GIA PHƯƠNG,84844349103,4740500,Anh Tâm,
15719,HD00640,MM012,04/10/2024,Nguyễn Thị Phương,0987679281,10439000,Anh Phong,Đã xuất hóa đơn VAT
15720,MM023-0634,MM023,12/02/2026,Nguyễn Thị Phương,0987679281,27990000,Chị Lâm,Đã xuất hóa đơn VAT
15721,MM020-0643,MM020,4-7-26,Võ Hữu Huy,,35140500,,
15722,MM015-0647,MM015,18/11/2025,Võ Hữu Huy,84709107003,26590500,Anh Huy,
15723,HD00626,MM016,2025.05.16,Võ Hữu Huy,0709107003,27990000,Anh Mai,Trả góp 0%
15724,MM007-0631,MM007,2025.04.01,LÝ ĐỨC NAM,0398815074,900000,Anh Phong,Đã xuất hóa đơn VAT
15725,HD00638,MM005,02/07/2024,Đỗ Quang Hạnh,0889831706,26590500,Anh Tú,
15726,MM018-0697,MM018,2025.01.26,Vũ Ngọc Trang,0353872323,21135500,,Khách hẹn lấy sau
15727,MM022-0698,MM022,19/07/2024,Hồ Hoài Thảo,0917 285 821,6165500,Anh Thu,Đã xuất hóa đơn VAT
15728,HD00638,MM021,02/11/2024,PHẠM ĐỨC THẢO,0344513322,250000,Chị Sơn,
15729,MM005-0639,MM005,14/01/2025,Đặng Anh Thu,0701807322,32161000,Anh Bình,Trả góp 0%
15730,HD00647,MM013,07/05/2025,Duong Ngoc Phuong,0391202796,11390500,Anh Mai,Khách hẹn lấy sau
15731,MM023-0635,MM023,12/07/2026,Bùi Quang Mỹ,0789695842,450000,Chị Duy,Đã xuất hóa đơn VAT
15732,HD00636,MM023,12/02/2025,Bùi Quang Mỹ,0789695842,15021000,Anh Huy,Khách hẹn lấy sau
15733,HD00641,MM012,22-11-25,Bùi Quang Mỹ,0789695842,1500000,Anh Vy,
15734,MM023-0637,MM023,15/04/2025,Trần Quang Vy,0886241468,1701000,Chị Vy,Khách hẹn lấy sau
15735,MM007-0632,MM007,17/03/2025,Nguyễn Thị Giang,0868 975 415,30820500,Anh Lan,
15736,MM013-0648,MM013,21/03/2025,Hồ Bảo Hạnh,0827640911,27990000,Anh Yến,
15737,MM023-0638,MM023,17/02/2026,DƯƠNG KIM HUY,0905 222 200,11881000,Chị Hải,
15738,HD00645,MM002,6-1-26,Võ Bảo Hiếu,0897175658,36990000,Chị Trang,Trả góp 0%
15739,HD00672,MM011,11/01/2025,Hồ Thanh Duy,0342312077,250000,Chị Cường,
15740,MM006-0667,MM006,23/07/2026,Đỗ Ngọc Duy,84339981111,8991000,Anh Bình,Trả góp 0%
15741,HD00699,MM022,12/02/2026,Lý Anh Hiếu,0323994157,54081000,Chị Mỹ,Trả góp 0%
15742,MM014-0650,MM014,16-7-24,Đỗ Anh An,0397 528 613,19181000,Anh Mai,
15743,HD00642,MM012,17/04/2025,Dương Anh Đạt,0357464293,8056000,Chị Vinh,Đã xuất hóa đơn VAT
15744,MM019-0694,MM019,11/03/2026,Nguyễn Hoài Ngân,0817695837,21582000,Chị Hiếu,Trả góp 0%
15745,HD00646,MM002,7-12-24,Đỗ Đức Bình,0390693830,6165500,Chị Đạt,
15746,MM011-0673,MM011,20/09/2024,Nguyễn Đức Duy,0948867219,7990000,Anh Phương,
15747,MM004-0641,MM004,2025.02.11,Nguyen Huu Giang,,18990000,Anh Thảo,
15748,HD00647,MM002,27/09/2024,Vũ Kim Long,0932449467,7990000,,Trả góp 0%
15749,HD00635,MM009,,Vu Kim Long,84932449467,25191000,Anh Trung,Đã xuất hóa đơn VAT
15750,MM002-0648,MM002,21/08/2026,Vũ Kim Long,0932449467,3490000,Chị Long,Khách hẹn lấy sau
15751,MM005-0640,MM005,19/06/2026,ĐỖ XUÂN PHƯƠNG,0783528667,9490000,Anh Mai,
15752,HD00668,MM006,05/12/2024,Ngô Quang Hà,0328727952,14231000,Anh Yến,Đã xuất hóa đơn VAT
15753,HD00644,MM020,19/07/2024,Vũ Gia Thảo,0777713508,28215000,Chị Huy,
